379072745 	 0.774633
379072746 	 0.283791
379072747 	 0.558113
379072748 	 0.662023
379072749 	 0.738617
379072750 	 0.318018
379072751 	 1.25641
379072752 	 0.328632
379072753 	 1.11106
379072754 	 0.801276
379072755 	 1.16084
379072756 	 0.552288
379072757 	 0.827515
379072758 	 0.764334
379072759 	 0.50257
379072760 	 0
379072761 	 0.76335
379072762 	 0.442442
379072763 	 0.592282
379072764 	 0.773241
379072765 	 0.427009
379072766 	 0.885126
379072767 	 0.188429
379072768 	 0.26159
379072769 	 1.08473
379072770 	 1.19571
379072771 	 0.460331
379072772 	 0.689241
379072773 	 0.498022
379072774 	 0.441143
379072775 	 0.53775
379072776 	 0.750883
379072777 	 0.579768
379072778 	 0.792608
379072779 	 0.481619
379072780 	 1.01837
379072781 	 0.627149
379072782 	 0.402079
379072783 	 0.878372
379072784 	 1.12549
379072785 	 1.0464
379072786 	 0.836672
379072787 	 0.378954
379072788 	 0.506499
379072789 	 0.516952
379072790 	 0.811425
379072791 	 0.962204
379072792 	 0.382903
379072793 	 1.1203
379072794 	 0.546124
379072795 	 0.723748
379072796 	 0.430313
379072797 	 0.919021
379072798 	 0.569863
379072799 	 0.662802
379072800 	 0.147621
379072801 	 0.259086
379072802 	 0.402691
379072803 	 0.522015
379072804 	 0.884429
379072805 	 0.420368
379072806 	 0.360158
379072807 	 1.44547
379072808 	 0.685396
379072809 	 1.3707
379072810 	 0.439846
379072811 	 0.462238
379072812 	 0.755046
379072813 	 0.40904
379072814 	 0.758242
379072815 	 0.418246
379072816 	 0.703233
379072817 	 0.609918
379072818 	 0.41386
379072819 	 0.358968
379072820 	 0.59692
379072821 	 0.38206
379072822 	 1.15689
379072823 	 0.748816
379072824 	 0.76314
379072825 	 0.862933
379072826 	 0.365373
379072827 	 0.510958
379072828 	 0.437764
379072829 	 0.724656
379072830 	 0.656607
379072831 	 0.768055
379072832 	 0.892684
379072833 	 0.867617
379072834 	 0.691394
379072835 	 0.791945
379072836 	 0.470964
379072837 	 0.972985
379072838 	 0.819946
379072839 	 0.432273
379072840 	 0.66024
379072841 	 0.77042
379072842 	 0.492471
379072843 	 0.9802
379072844 	 0.928157
379072845 	 0.281132
379072846 	 0.158553
379072847 	 0.950004
379072848 	 0.803372
379072849 	 0.902012
379072850 	 0.128296
379072851 	 1.12377
379072852 	 0.411422
379072853 	 0.79721
379072854 	 0.189353
379072855 	 0.897774
379072856 	 1.15698
379072857 	 0.38092
379072858 	 0.754618
379072859 	 0.854379
379072860 	 0.607145
379072861 	 0.211269
379072862 	 0.613404
379072863 	 0.198831
379072864 	 0.972224
379072865 	 0.831017
379072866 	 1.18668
379072867 	 1.04225
379072868 	 0.271816
379072869 	 0.389795
379072870 	 0.489
379072871 	 1.06229
379072872 	 0.194137
379072873 	 0.763786
379072874 	 0.715282
379072875 	 0.869192
379072876 	 0.798396
379072877 	 0.489162
379072878 	 0.763233
379072879 	 0.523897
379072880 	 0.680366
379072881 	 0.547866
379072882 	 0.716736
379072883 	 0.819428
379072884 	 0.547624
379072885 	 0.766673
379072886 	 0.877134
379072887 	 0.219847
379072888 	 0.580449
379072889 	 1.00733
379072890 	 0.623903
379072891 	 0.795662
379072892 	 0.986236
379072893 	 0.355124
379072894 	 0.689539
379072895 	 0.654455
379072896 	 0.827815
379072897 	 1.13107
379072898 	 0.136706
379072899 	 0.724789
379072900 	 0.299348
379072901 	 0.567835
379072902 	 0.788096
379072903 	 0.522193
379072904 	 0.370132
379072905 	 0.745682
379072906 	 0.812818
379072907 	 0.717821
379072908 	 1.16403
379072909 	 0.69345
379072910 	 0.848216
379072911 	 0.435131
379072912 	 0.520674
379072913 	 0.568663
379072914 	 0.702661
379072915 	 0.223252
379072916 	 0.527537
379072917 	 0.871766
379072918 	 0.887596
379072919 	 0.738599
379072920 	 0.292895
379072921 	 0.209165
379072922 	 0.609023
379072923 	 0.933899
379072924 	 0.576707
379072925 	 1.03386
379072926 	 0.948903
379072927 	 1.00023
379072928 	 1.40796
379072929 	 0.960772
379072930 	 0.759242
379072931 	 0.769274
379072932 	 0.894491
379072933 	 0.800981
379072934 	 0.879338
379072935 	 0.35888
379072936 	 0.327976
379072937 	 0.922707
379072938 	 0.862845
379072939 	 0.783195
379072940 	 0.541451
379072941 	 0.740426
379072942 	 0.784373
379072943 	 0.295998
379072944 	 0.535857
379072945 	 0.745863
379072946 	 0.574136
379072947 	 1.10755
379072948 	 0.543189
379072949 	 0.3266
379072950 	 0.47592
379072951 	 0.596946
379072952 	 0.868321
379072953 	 0.656327
379072954 	 0.42616
379072955 	 0.383842
379072956 	 0.501712
379072957 	 0.604896
379072958 	 0.669165
379072959 	 0.800868
379072960 	 0.426088
379072961 	 0.360838
379072962 	 0.299827
379072963 	 0.848477
379072964 	 0.306992
379072965 	 0.866681
379072966 	 0.66373
379072967 	 1.03158
379072968 	 0.83411
379072969 	 1.053
379072970 	 0.215697
379072971 	 0.898851
379072972 	 0.496787
379072973 	 0.674764
379072974 	 0.37766
379072975 	 1.19843
379072976 	 1.07706
379072977 	 0.425719
379072978 	 0.492489
379072979 	 1.03625
379072980 	 0.760089
379072981 	 0.666024
379072982 	 0.433332
379072983 	 0.852561
379072984 	 0.938685
379072985 	 0.843341
379072986 	 0.241392
379072987 	 0.59705
379072988 	 0.511386
379072989 	 0.880367
379072990 	 0.53256
379072991 	 0.725508
379072992 	 0.658496
379072993 	 0.697566
379072994 	 0.897502
379072995 	 1.09523
379072996 	 0.863749
379072997 	 0.857807
